question_id,model,Strict-Hit@1,Strict-Hit@5,Strict-Hit@10,Strict-MRR@10,nDCG@10
q_0017,WithoutText,0.0,1.0,1.0,0.38888888888888884,0.42793128755956805
q_0018,AliasAwareFusion,1.0,1.0,1.0,1.0,0.6735439182299784
q_0018,WithoutEntity,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892
q_0018,WithoutPhrase,1.0,1.0,1.0,1.0,0.6735439182299784
q_0018,WithoutText,1.0,1.0,1.0,1.0,0.6735439182299784
q_0019,AliasAwareFusion,0.0,1.0,1.0,0.25,0.6875599495793138
q_0019,WithoutEntity,0.0,1.0,1.0,0.25,0.723072095276683
q_0019,WithoutPhrase,0.0,1.0,1.0,0.25,0.6165356581845756
q_0019,WithoutText,0.0,1.0,1.0,0.20000000000000004,0.38488217402639996
q_0020,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7871546029909718
q_0020,WithoutEntity,1.0,1.0,1.0,1.0,0.7871546029909718
q_0020,WithoutPhrase,1.0,1.0,1.0,1.0,0.7871546029909718
q_0020,WithoutText,1.0,1.0,1.0,1.0,0.7871546029909718
q_0021,AliasAwareFusion,1.0,1.0,1.0,1.0,0.95583058934618
q_0021,WithoutEntity,0.0,1.0,1.0,0.3333333333333333,0.606422698504514
q_0021,WithoutPhrase,1.0,1.0,1.0,1.0,0.9107679203903634
q_0021,WithoutText,0.6666666666666666,1.0,1.0,0.8333333333333334,0.9446637441327163
q_0022,AliasAwareFusion,0.0,0.0,0.0,0.0,0.0
q_0022,WithoutEntity,0.0,0.0,0.0,0.0,0.0
q_0022,WithoutPhrase,0.0,0.0,0.0,0.0,0.0
q_0022,WithoutText,0.0,0.0,0.0,0.0,0.0
q_0023,AliasAwareFusion,1.0,1.0,1.0,1.0,0.9402396560868356
q_0023,WithoutEntity,1.0,1.0,1.0,1.0,1.0
q_0023,WithoutPhrase,1.0,1.0,1.0,1.0,0.8996052605611106
q_0023,WithoutText,1.0,1.0,1.0,1.0,0.9370888130844902
q_0024,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7871546029909718
q_0024,WithoutEntity,1.0,1.0,1.0,1.0,0.7871546029909718
q_0024,WithoutPhrase,1.0,1.0,1.0,1.0,0.7871546029909718
q_0024,WithoutText,1.0,1.0,1.0,1.0,0.7871546029909718
q_0025,AliasAwareFusion,1.0,1.0,1.0,1.0,0.6735439182299784
q_0025,WithoutEntity,0.0,1.0,1.0,0.5,0.42495889834839423
q_0025,WithoutPhrase,0.6666666666666666,1.0,1.0,0.8333333333333334,0.590682244936117
q_0025,WithoutText,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892
q_0026,AliasAwareFusion,0.0,1.0,1.0,0.20000000000000004,0.549224034804439
q_0026,WithoutEntity,0.0,1.0,1.0,0.20000000000000004,0.549224034804439
q_0026,WithoutPhrase,0.0,1.0,1.0,0.3055555555555555,0.6098695107895967
q_0026,WithoutText,0.0,0.0,0.0,0.0,0.2886616792414193
q_0027,AliasAwareFusion,1.0,1.0,1.0,1.0,0.6735439182299784
q_0027,WithoutEntity,1.0,1.0,1.0,1.0,0.6735439182299784
q_0027,WithoutPhrase,1.0,1.0,1.0,1.0,0.6735439182299784
q_0027,WithoutText,1.0,1.0,1.0,1.0,0.6735439182299784
q_0028,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7871546029909718
q_0028,WithoutEntity,1.0,1.0,1.0,1.0,0.7871546029909718
q_0028,WithoutPhrase,1.0,1.0,1.0,1.0,0.7871546029909718
q_0028,WithoutText,1.0,1.0,1.0,1.0,0.7871546029909718
q_0029,AliasAwareFusion,1.0,1.0,1.0,1.0,0.6735439182299784
q_0029,WithoutEntity,1.0,1.0,1.0,1.0,0.6735439182299784
q_0029,WithoutPhrase,1.0,1.0,1.0,1.0,0.6735439182299784
q_0029,WithoutText,0.0,1.0,1.0,0.24444444444444446,0.2859655567470096
q_0030,AliasAwareFusion,1.0,1.0,1.0,1.0,0.6735439182299784
q_0030,WithoutEntity,1.0,1.0,1.0,1.0,0.6735439182299784
q_0030,WithoutPhrase,1.0,1.0,1.0,1.0,0.6735439182299784
q_0030,WithoutText,0.0,0.0,0.6666666666666666,0.11111111111111106,0.15994745633761087
q_0031,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7428406317975517
q_0031,WithoutEntity,0.0,0.0,1.0,0.1111111111111111,0.3848821649335831
q_0031,WithoutPhrase,1.0,1.0,1.0,1.0,0.6735439182299784
q_0031,WithoutText,1.0,1.0,1.0,1.0,0.6735439182299784
q_0032,AliasAwareFusion,0.6666666666666666,1.0,1.0,0.7777777777777777,0.6559621691591432
q_0032,WithoutEntity,1.0,1.0,1.0,1.0,0.7871546029909718
q_0032,WithoutPhrase,0.3333333333333333,1.0,1.0,0.611111111111111,0.5591237213913968
q_0032,WithoutText,0.0,0.0,0.0,0.0,0.0
q_0033,AliasAwareFusion,1.0,1.0,1.0,1.0,0.6735439182299784
q_0033,WithoutEntity,1.0,1.0,1.0,1.0,0.6735439182299784
q_0033,WithoutPhrase,1.0,1.0,1.0,1.0,0.6735439182299784
q_0033,WithoutText,0.0,1.0,1.0,0.20000000000000004,0.2605623555630197
q_0034,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7871546029909718
q_0034,WithoutEntity,1.0,1.0,1.0,1.0,0.7871546029909718
q_0034,WithoutPhrase,1.0,1.0,1.0,1.0,0.7871546029909718
q_0034,WithoutText,1.0,1.0,1.0,1.0,0.7871546029909718
q_0035,AliasAwareFusion,1.0,1.0,1.0,1.0,0.6735439182299784
q_0035,WithoutEntity,1.0,1.0,1.0,1.0,0.6735439182299784
q_0035,WithoutPhrase,1.0,1.0,1.0,1.0,0.6735439182299784
q_0035,WithoutText,1.0,1.0,1.0,1.0,0.6735439182299784
q_0036,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7871546029909718
q_0036,WithoutEntity,1.0,1.0,1.0,1.0,0.7871546029909718
q_0036,WithoutPhrase,1.0,1.0,1.0,1.0,0.7871546029909718
q_0036,WithoutText,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5934777074554788
q_0037,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7871546029909718
q_0037,WithoutEntity,1.0,1.0,1.0,1.0,0.7871546029909718
q_0037,WithoutPhrase,1.0,1.0,1.0,1.0,0.7871546029909718
q_0037,WithoutText,1.0,1.0,1.0,1.0,0.7871546029909718
q_0038,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7894302450214918
q_0038,WithoutEntity,0.0,1.0,1.0,0.5,0.42495889834839423
q_0038,WithoutPhrase,1.0,1.0,1.0,1.0,0.7978637366933587
q_0038,WithoutText,0.0,0.0,1.0,0.1111111111111111,0.2027569227842713
q_0039,AliasAwareFusion,0.0,0.0,1.0,0.10833333333333334,0.20062505355181123
q_0039,WithoutEntity,0.0,0.0,0.0,0.0,0.0
q_0039,WithoutPhrase,0.0,0.0,0.6666666666666666,0.07037037037037037,0.13248492617496319
q_0039,WithoutText,0.0,0.0,0.0,0.0,0.0
q_0040,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7871546029909718
q_0040,WithoutEntity,1.0,1.0,1.0,1.0,0.7871546029909718
q_0040,WithoutPhrase,1.0,1.0,1.0,1.0,0.7871546029909718
q_0040,WithoutText,1.0,1.0,1.0,1.0,0.7871546029909718
q_0041,AliasAwareFusion,1.0,1.0,1.0,1.0,0.6735439182299784
q_0041,WithoutEntity,1.0,1.0,1.0,1.0,0.6735439182299784
q_0041,WithoutPhrase,1.0,1.0,1.0,1.0,0.6735439182299784
q_0041,WithoutText,1.0,1.0,1.0,1.0,0.6735439182299784
q_0042,AliasAwareFusion,0.0,0.0,1.0,0.1666666666666666,0.2399211845064163
q_0042,WithoutEntity,0.0,0.0,0.0,0.0,0.0
q_0042,WithoutPhrase,0.0,0.0,1.0,0.1666666666666666,0.2399211845064163
q_0042,WithoutText,0.0,1.0,1.0,0.5,0.42495889834839423
q_0043,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7871546029909718
q_0043,WithoutEntity,1.0,1.0,1.0,1.0,0.7871546029909718
q_0043,WithoutPhrase,1.0,1.0,1.0,1.0,0.7871546029909718
q_0043,WithoutText,0.0,1.0,1.0,0.2611111111111111,0.3456997681593048
q_0044,AliasAwareFusion,0.0,1.0,1.0,0.25,0.3863001361616938
q_0044,WithoutEntity,0.0,1.0,1.0,0.3333333333333333,0.42021389728954
q_0044,WithoutPhrase,0.0,1.0,1.0,0.25,0.3863001361616938
q_0044,WithoutText,0.0,0.0,0.0,0.0,0.0
q_0045,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7978637366933587
q_0045,WithoutEntity,1.0,1.0,1.0,1.0,0.8178747578506881
q_0045,WithoutPhrase,0.0,1.0,1.0,0.5,0.5378964864175356
q_0045,WithoutText,1.0,1.0,1.0,1.0,0.7013578976214955
q_0046,AliasAwareFusion,0.0,1.0,1.0,0.5,0.606355969255108
q_0046,WithoutEntity,1.0,1.0,1.0,1.0,0.7763672830184426
q_0046,WithoutPhrase,0.0,1.0,1.0,0.5,0.6023340657803793
q_0046,WithoutText,0.0,1.0,1.0,0.25,0.290079576414554
q_0047,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7685267872092371
q_0047,WithoutEntity,1.0,1.0,1.0,1.0,0.929544338806268
q_0047,WithoutPhrase,1.0,1.0,1.0,1.0,0.7025091929134458
q_0047,WithoutText,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5078205716422556
q_0048,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7871546029909718
q_0048,WithoutEntity,1.0,1.0,1.0,1.0,0.8935773014954859
q_0048,WithoutPhrase,1.0,1.0,1.0,1.0,0.7871546029909718
q_0048,WithoutText,0.0,0.3333333333333333,1.0,0.17777777777777773,0.28843107393191353
q_0049,AliasAwareFusion,1.0,1.0,1.0,1.0,0.6735439182299784
q_0049,WithoutEntity,1.0,1.0,1.0,1.0,0.8556691603792904
q_0049,WithoutPhrase,1.0,1.0,1.0,1.0,0.6735439182299784
q_0049,WithoutText,1.0,1.0,1.0,1.0,0.6735439182299784
q_0050,AliasAwareFusion,0.0,1.0,1.0,0.4444444444444444,0.39556325193725916
q_0050,WithoutEntity,0.0,1.0,1.0,0.5,0.42495889834839423
q_0050,WithoutPhrase,0.0,1.0,1.0,0.4444444444444444,0.39556325193725916
q_0050,WithoutText,0.0,0.6666666666666666,1.0,0.18703703703703703,0.25113295158728166
q_0051,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7013578976214955
q_0051,WithoutEntity,1.0,1.0,1.0,1.0,0.8178747578506881
q_0051,WithoutPhrase,1.0,1.0,1.0,1.0,0.6735439182299784
q_0051,WithoutText,1.0,1.0,1.0,1.0,0.6735439182299784
q_0052,AliasAwareFusion,1.0,1.0,1.0,1.0,0.6735439182299784
q_0052,WithoutEntity,1.0,1.0,1.0,1.0,0.6735439182299784
q_0052,WithoutPhrase,1.0,1.0,1.0,1.0,0.6735439182299784
q_0052,WithoutText,1.0,1.0,1.0,1.0,0.6735439182299784
q_0053,AliasAwareFusion,0.0,1.0,1.0,0.5,0.42495889834839423
q_0053,WithoutEntity,0.0,1.0,1.0,0.5,0.42495889834839423
q_0053,WithoutPhrase,0.0,1.0,1.0,0.5,0.42495889834839423
q_0053,WithoutText,0.0,0.0,1.0,0.1111111111111111,0.2027569227842713
q_0054,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7871546029909718
q_0054,WithoutEntity,1.0,1.0,1.0,1.0,0.7871546029909718
q_0054,WithoutPhrase,1.0,1.0,1.0,1.0,0.7871546029909718
q_0054,WithoutText,1.0,1.0,1.0,1.0,0.7871546029909718
q_0055,AliasAwareFusion,1.0,1.0,1.0,1.0,0.8045340770791353
q_0055,WithoutEntity,0.0,1.0,1.0,0.3333333333333333,0.4395953239034533
q_0055,WithoutPhrase,1.0,1.0,1.0,1.0,0.8178747578506881
q_0055,WithoutText,0.0,1.0,1.0,0.20000000000000004,0.4426875977123315
q_0056,AliasAwareFusion,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892
q_0056,WithoutEntity,0.0,1.0,1.0,0.25,0.290079576414554
q_0056,WithoutPhrase,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892
q_0056,WithoutText,0.0,1.0,1.0,0.38888888888888884,0.3661676055261242
q_0057,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7871546029909718
q_0057,WithoutEntity,1.0,1.0,1.0,1.0,0.7871546029909718
q_0057,WithoutPhrase,1.0,1.0,1.0,1.0,0.7871546029909718
q_0057,WithoutText,1.0,1.0,1.0,1.0,0.7871546029909718
q_0058,AliasAwareFusion,0.0,1.0,1.0,0.5,0.42495889834839423
q_0058,WithoutEntity,0.0,1.0,1.0,0.5,0.42495889834839423
q_0058,WithoutPhrase,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892
q_0058,WithoutText,1.0,1.0,1.0,1.0,0.6735439182299784
q_0059,AliasAwareFusion,1.0,1.0,1.0,1.0,0.9852768631153933
q_0059,WithoutEntity,1.0,1.0,1.0,1.0,1.0
q_0059,WithoutPhrase,1.0,1.0,1.0,1.0,0.9852768631153933
q_0059,WithoutText,1.0,1.0,1.0,1.0,0.7871546029909718
q_0060,AliasAwareFusion,1.0,1.0,1.0,1.0,0.8556691603792904
q_0060,WithoutEntity,1.0,1.0,1.0,1.0,0.8556691603792904
q_0060,WithoutPhrase,1.0,1.0,1.0,1.0,0.8556691603792904
q_0060,WithoutText,1.0,1.0,1.0,1.0,0.8112044174649116
q_0061,AliasAwareFusion,0.0,0.0,1.0,0.125,0.2993752732245991
q_0061,WithoutEntity,0.0,0.0,0.0,0.0,0.0
q_0061,WithoutPhrase,0.0,0.0,1.0,0.125,0.2993752732245991
q_0061,WithoutText,0.0,0.0,0.0,0.0,0.0
q_0062,AliasAwareFusion,1.0,1.0,1.0,1.0,0.6735439182299784
q_0062,WithoutEntity,0.0,0.0,1.0,0.1666666666666666,0.3268170085568183
q_0062,WithoutPhrase,1.0,1.0,1.0,1.0,0.6735439182299784
q_0062,WithoutText,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892
q_0063,AliasAwareFusion,1.0,1.0,1.0,1.0,0.9467317814539461
q_0063,WithoutEntity,0.0,1.0,1.0,0.20000000000000004,0.2605623555630197
q_0063,WithoutPhrase,1.0,1.0,1.0,1.0,0.9562915901539796
q_0063,WithoutText,0.0,0.0,0.0,0.0,0.0
q_0064,AliasAwareFusion,1.0,1.0,1.0,1.0,0.6735439182299784
q_0064,WithoutEntity,0.0,1.0,1.0,0.20000000000000004,0.2605623555630197
q_0064,WithoutPhrase,1.0,1.0,1.0,1.0,0.6735439182299784
q_0064,WithoutText,1.0,1.0,1.0,1.0,0.6735439182299784
q_0065,AliasAwareFusion,1.0,1.0,1.0,1.0,1.0
q_0065,WithoutEntity,1.0,1.0,1.0,1.0,1.0
q_0065,WithoutPhrase,1.0,1.0,1.0,1.0,1.0
q_0065,WithoutText,1.0,1.0,1.0,1.0,0.9176601606601068
q_0066,AliasAwareFusion,0.0,0.0,1.0,0.1111111111111111,0.236957146725255
q_0066,WithoutEntity,0.0,0.0,0.0,0.0,0.0
q_0066,WithoutPhrase,0.0,0.0,1.0,0.1111111111111111,0.236957146725255
q_0066,WithoutText,0.0,0.0,0.0,0.0,0.0
q_0067,AliasAwareFusion,1.0,1.0,1.0,1.0,0.6735439182299784
q_0067,WithoutEntity,0.0,1.0,1.0,0.5,0.42495889834839423
q_0067,WithoutPhrase,1.0,1.0,1.0,1.0,0.6735439182299784
q_0067,WithoutText,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892
q_0068,AliasAwareFusion,1.0,1.0,1.0,1.0,0.95583058934618
q_0068,WithoutEntity,1.0,1.0,1.0,1.0,0.95583058934618
q_0068,WithoutPhrase,1.0,1.0,1.0,1.0,0.95583058934618
q_0068,WithoutText,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5934777074554788
q_0069,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7760226523169526
q_0069,WithoutEntity,1.0,1.0,1.0,1.0,0.9799889788426704
q_0069,WithoutPhrase,1.0,1.0,1.0,1.0,0.7025091929134458
q_0069,WithoutText,1.0,1.0,1.0,1.0,0.6735439182299784
q_0070,AliasAwareFusion,0.0,1.0,1.0,0.5,0.42495889834839423
q_0070,WithoutEntity,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892
q_0070,WithoutPhrase,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892
q_0070,WithoutText,0.0,1.0,1.0,0.38888888888888884,0.3661676055261242
q_0071,AliasAwareFusion,1.0,1.0,1.0,1.0,0.6735439182299784
q_0071,WithoutEntity,0.0,1.0,1.0,0.5,0.42495889834839423
q_0071,WithoutPhrase,1.0,1.0,1.0,1.0,0.6735439182299784
q_0071,WithoutText,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892
q_0072,AliasAwareFusion,1.0,1.0,1.0,1.0,0.8304728920268888
q_0072,WithoutEntity,0.0,0.0,1.0,0.1428571428571428,0.2245146394099928
q_0072,WithoutPhrase,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6521514112629653
q_0072,WithoutText,0.0,1.0,1.0,0.25,0.5787412556559733
q_0073,AliasAwareFusion,0.0,1.0,1.0,0.5,0.6090899172578711
q_0073,WithoutEntity,0.0,0.0,0.0,0.0,0.0
q_0073,WithoutPhrase,1.0,1.0,1.0,1.0,0.95583058934618
q_0073,WithoutText,0.0,0.0,0.0,0.0,0.0
q_0074,AliasAwareFusion,1.0,1.0,1.0,1.0,0.6735439182299784
q_0074,WithoutEntity,1.0,1.0,1.0,1.0,0.6735439182299784
q_0074,WithoutPhrase,1.0,1.0,1.0,1.0,0.6735439182299784
q_0074,WithoutText,1.0,1.0,1.0,1.0,0.6735439182299784
q_0075,AliasAwareFusion,1.0,1.0,1.0,1.0,1.0
q_0075,WithoutEntity,1.0,1.0,1.0,1.0,1.0
q_0075,WithoutPhrase,1.0,1.0,1.0,1.0,1.0
q_0075,WithoutText,1.0,1.0,1.0,1.0,0.9324441894571632
q_0076,AliasAwareFusion,0.0,0.3333333333333333,1.0,0.19444444444444442,0.29992976299629065
q_0076,WithoutEntity,0.0,0.0,0.0,0.0,0.0
q_0076,WithoutPhrase,0.0,1.0,1.0,0.3333333333333333,0.3935773014954859
q_0076,WithoutText,0.0,0.0,1.0,0.1111111111111111,0.236957146725255
q_0077,AliasAwareFusion,0.0,0.0,1.0,0.1666666666666666,0.2399211845064163
q_0077,WithoutEntity,0.0,0.0,1.0,0.1666666666666666,0.2399211845064163
q_0077,WithoutPhrase,0.0,0.0,1.0,0.1666666666666666,0.2399211845064163
q_0077,WithoutText,0.0,0.0,1.0,0.1111111111111111,0.2027569227842713
q_0078,AliasAwareFusion,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5934777074554788
q_0078,WithoutEntity,0.0,0.0,1.0,0.125,0.37882518751300126
q_0078,WithoutPhrase,0.3333333333333333,1.0,1.0,0.611111111111111,0.5591237213913968
q_0078,WithoutText,0.0,1.0,1.0,0.5,0.4966392596877323
q_0079,AliasAwareFusion,1.0,1.0,1.0,1.0,0.8554200671156208
q_0079,WithoutEntity,0.0,1.0,1.0,0.3333333333333333,0.42021389728954
q_0079,WithoutPhrase,1.0,1.0,1.0,1.0,0.8178747578506881
q_0079,WithoutText,1.0,1.0,1.0,1.0,0.6735439182299784
q_0080,AliasAwareFusion,1.0,1.0,1.0,1.0,0.6735439182299784
q_0080,WithoutEntity,0.0,1.0,1.0,0.25,0.290079576414554
q_0080,WithoutPhrase,1.0,1.0,1.0,1.0,0.7291718770130123
q_0080,WithoutText,1.0,1.0,1.0,1.0,0.7581371516964795
q_0081,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7871546029909718
q_0081,WithoutEntity,1.0,1.0,1.0,1.0,0.7871546029909718
q_0081,WithoutPhrase,1.0,1.0,1.0,1.0,0.7871546029909718
q_0081,WithoutText,0.0,1.0,1.0,0.3055555555555555,0.3753878793595839
q_0082,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7680451650862903
q_0082,WithoutEntity,1.0,1.0,1.0,1.0,0.6735439182299784
q_0082,WithoutPhrase,1.0,1.0,1.0,1.0,0.7666562327448724
q_0082,WithoutText,0.0,1.0,1.0,0.3333333333333333,0.4236677831653912
q_0083,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7871546029909718
q_0083,WithoutEntity,1.0,1.0,1.0,1.0,0.8996052605611106
q_0083,WithoutPhrase,1.0,1.0,1.0,1.0,0.7871546029909718
q_0083,WithoutText,1.0,1.0,1.0,1.0,0.7871546029909718
q_0084,AliasAwareFusion,1.0,1.0,1.0,1.0,0.9584925251677544
q_0084,WithoutEntity,1.0,1.0,1.0,1.0,0.8178747578506881
q_0084,WithoutPhrase,1.0,1.0,1.0,1.0,0.9458943909915538
q_0084,WithoutText,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5356345510337726
q_0085,AliasAwareFusion,0.0,0.0,0.0,0.0,0.11245065757013879
q_0085,WithoutEntity,0.0,0.0,0.0,0.0,0.0975165893995333
q_0085,WithoutPhrase,0.0,0.0,0.0,0.0,0.0
q_0085,WithoutText,0.0,0.0,0.0,0.0,0.0
q_0086,AliasAwareFusion,1.0,1.0,1.0,1.0,0.7871546029909718
q_0086,WithoutEntity,1.0,1.0,1.0,1.0,0.7871546029909718
q_0086,WithoutPhrase,1.0,1.0,1.0,1.0,0.7871546029909718
q_0086,WithoutText,0.0,0.0,0.6666666666666666,0.06666666666666667,0.15169247239927414
q_0087,AliasAwareFusion,1.0,1.0,1.0,1.0,0.6735439182299784
q_0087,WithoutEntity,0.0,1.0,1.0,0.5,0.42495889834839423
q_0087,WithoutPhrase,1.0,1.0,1.0,1.0,0.6735439182299784
q_0087,WithoutText,1.0,1.0,1.0,1.0,0.6735439182299784
q_0088,AliasAwareFusion,0.0,1.0,1.0,0.5,0.42495889834839423
q_0088,WithoutEntity,1.0,1.0,1.0,1.0,0.6735439182299784
q_0088,WithoutPhrase,0.0,1.0,1.0,0.5,0.42495889834839423
q_0088,WithoutText,0.0,1.0,1.0,0.27777777777777773,0.30564370398136576
q_0089,AliasAwareFusion,0.0,0.0,0.0,0.0,0.1243198184633803
q_0089,WithoutEntity,0.0,0.0,0.0,0.0,0.11166958095557981
q_0089,WithoutPhrase,0.0,1.0,1.0,0.21666666666666667,0.3905045018076447
q_0089,WithoutText,0.0,0.0,0.0,0.0,0.09670218187008657
q_0090,AliasAwareFusion,1.0,1.0,1.0,1.0,0.6735439182299784
