question_id,Strict-Hit@1,Strict-Hit@5,Strict-Hit@10,Strict-MRR@10,nDCG@10,model
q_0053,0.0,1.0,1.0,0.5,0.42495889834839423,Full adaptation
q_0054,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0055,1.0,1.0,1.0,1.0,0.8045340770791353,Full adaptation
q_0056,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892,Full adaptation
q_0057,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0058,0.0,1.0,1.0,0.5,0.42495889834839423,Full adaptation
q_0059,1.0,1.0,1.0,1.0,0.9852768631153933,Full adaptation
q_0060,1.0,1.0,1.0,1.0,0.8556691603792904,Full adaptation
q_0061,0.0,0.0,1.0,0.125,0.2993752732245991,Full adaptation
q_0062,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0063,1.0,1.0,1.0,1.0,0.9467317814539461,Full adaptation
q_0064,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0065,1.0,1.0,1.0,1.0,1.0,Full adaptation
q_0066,0.0,0.0,1.0,0.1111111111111111,0.236957146725255,Full adaptation
q_0067,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0068,1.0,1.0,1.0,1.0,0.95583058934618,Full adaptation
q_0069,1.0,1.0,1.0,1.0,0.7760226523169526,Full adaptation
q_0070,0.0,1.0,1.0,0.5,0.42495889834839423,Full adaptation
q_0071,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0072,1.0,1.0,1.0,1.0,0.8304728920268888,Full adaptation
q_0073,0.0,1.0,1.0,0.5,0.6090899172578711,Full adaptation
q_0074,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0075,1.0,1.0,1.0,1.0,1.0,Full adaptation
q_0076,0.0,0.3333333333333333,1.0,0.19444444444444442,0.29992976299629065,Full adaptation
q_0077,0.0,0.0,1.0,0.1666666666666666,0.2399211845064163,Full adaptation
q_0078,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5934777074554788,Full adaptation
q_0079,1.0,1.0,1.0,1.0,0.8554200671156208,Full adaptation
q_0080,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0081,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0082,1.0,1.0,1.0,1.0,0.7680451650862903,Full adaptation
q_0083,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0084,1.0,1.0,1.0,1.0,0.9584925251677544,Full adaptation
q_0085,0.0,0.0,0.0,0.0,0.11245065757013879,Full adaptation
q_0086,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0087,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0088,0.0,1.0,1.0,0.5,0.42495889834839423,Full adaptation
q_0089,0.0,0.0,0.0,0.0,0.1243198184633803,Full adaptation
q_0090,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0091,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0092,0.0,1.0,1.0,0.5,0.42495889834839423,Full adaptation
q_0093,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892,Full adaptation
q_0094,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0095,0.6666666666666666,1.0,1.0,0.8333333333333334,0.6592311547950932,Full adaptation
q_0096,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0097,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0098,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0099,0.0,1.0,1.0,0.4444444444444444,0.39556325193725916,Full adaptation
q_0100,1.0,1.0,1.0,1.0,0.75928844698843,Full adaptation
q_0101,0.0,1.0,1.0,0.5,0.4966392596877323,Full adaptation
q_0102,1.0,1.0,1.0,1.0,0.8430710262030896,Full adaptation
q_0103,1.0,1.0,1.0,1.0,0.9673387413348701,Full adaptation
q_0104,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892,Full adaptation
q_0105,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0106,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892,Full adaptation
q_0107,1.0,1.0,1.0,1.0,0.8556691603792904,Full adaptation
q_0108,1.0,1.0,1.0,1.0,0.9073218002554916,Full adaptation
q_0109,0.0,1.0,1.0,0.38888888888888884,0.3661676055261242,Full adaptation
q_0110,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0111,0.0,0.0,1.0,0.13690476190476186,0.2576964550570602,Full adaptation
q_0112,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0113,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0114,0.0,1.0,1.0,0.5,0.4966392596877323,Full adaptation
q_0115,1.0,1.0,1.0,1.0,0.8556691603792904,Full adaptation
q_0116,1.0,1.0,1.0,1.0,0.7793160217408145,Full adaptation
q_0117,0.0,0.0,1.0,0.15079365079365073,0.22965015444213396,Full adaptation
q_0118,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0119,1.0,1.0,1.0,1.0,0.7793160217408145,Full adaptation
q_0120,0.0,1.0,1.0,0.4444444444444444,0.4622852736236502,Full adaptation
q_0121,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0122,1.0,1.0,1.0,1.0,0.9324441894571632,Full adaptation
q_0123,1.0,1.0,1.0,1.0,0.8112044174649116,Full adaptation
q_0124,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0125,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0126,0.0,1.0,1.0,0.3333333333333333,0.5188972012643011,Full adaptation
q_0127,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0128,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0129,1.0,1.0,1.0,1.0,0.8178747578506881,Full adaptation
q_0130,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0131,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0132,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0133,0.0,0.0,0.0,0.0,0.0,Full adaptation
q_0134,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0135,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0136,0.0,1.0,1.0,0.25,0.290079576414554,Full adaptation
q_0137,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0138,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0139,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0140,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0141,0.0,1.0,1.0,0.5,0.7136205775898136,Full adaptation
q_0142,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0143,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0144,1.0,1.0,1.0,1.0,0.8178747578506881,Full adaptation
q_0145,1.0,1.0,1.0,1.0,1.0,Full adaptation
q_0146,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0147,0.0,1.0,1.0,0.5,0.42495889834839423,Full adaptation
q_0148,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0149,1.0,1.0,1.0,1.0,0.914214040525235,Full adaptation
q_0150,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0151,1.0,1.0,1.0,1.0,0.7216541981035484,Full adaptation
q_0152,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0153,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0154,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0155,0.0,0.0,1.0,0.1428571428571428,0.2245146394099928,Full adaptation
q_0156,1.0,1.0,1.0,1.0,0.7646065393046344,Full adaptation
q_0157,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0158,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0159,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0160,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0161,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0162,1.0,1.0,1.0,1.0,0.8556691603792904,Full adaptation
q_0163,0.0,1.0,1.0,0.25,0.3390090350877799,Full adaptation
q_0164,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0165,1.0,1.0,1.0,1.0,0.8178747578506881,Full adaptation
q_0166,1.0,1.0,1.0,1.0,0.7763672830184426,Full adaptation
q_0167,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0168,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0169,1.0,1.0,1.0,1.0,0.8556691603792904,Full adaptation
q_0170,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0171,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0172,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0173,0.0,0.0,0.0,0.0,0.0,Full adaptation
q_0174,0.0,0.0,0.0,0.0,0.0,Full adaptation
q_0175,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0176,1.0,1.0,1.0,1.0,0.7646065393046344,Full adaptation
q_0177,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0178,0.0,0.0,1.0,0.1666666666666666,0.280390126950546,Full adaptation
q_0179,1.0,1.0,1.0,1.0,1.0,Full adaptation
q_0180,1.0,1.0,1.0,1.0,0.8556691603792904,Full adaptation
q_0181,0.0,1.0,1.0,0.20000000000000004,0.2605623555630197,Full adaptation
q_0182,0.0,1.0,1.0,0.5,0.4966392596877323,Full adaptation
q_0183,1.0,1.0,1.0,1.0,1.0,Full adaptation
q_0184,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0185,1.0,1.0,1.0,1.0,0.8178747578506881,Full adaptation
q_0186,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0187,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0188,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0189,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0190,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0191,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0192,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0193,0.0,1.0,1.0,0.5,0.7136205775898136,Full adaptation
q_0194,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0195,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0196,0.0,0.0,1.0,0.10000000000000002,0.2275387085989112,Full adaptation
q_0197,0.0,0.0,0.0,0.0,0.0,Full adaptation
q_0198,1.0,1.0,1.0,1.0,0.7978637366933587,Full adaptation
q_0199,0.0,1.0,1.0,0.25,0.3390090350877799,Full adaptation
q_0200,0.0,1.0,1.0,0.5,0.4966392596877323,Full adaptation
q_0201,1.0,1.0,1.0,1.0,0.8556691603792904,Full adaptation
q_0202,0.0,0.0,1.0,0.125,0.21247944917419712,Full adaptation
q_0203,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0204,0.0,1.0,1.0,0.3055555555555555,0.32120783154817745,Full adaptation
q_0205,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0206,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0207,0.0,1.0,1.0,0.25,0.3390090350877799,Full adaptation
q_0208,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0209,0.0,0.0,0.0,0.0,0.0,Full adaptation
q_0210,0.0,1.0,1.0,0.25,0.3390090350877799,Full adaptation
q_0211,0.0,1.0,1.0,0.5,0.42495889834839423,Full adaptation
q_0212,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0213,0.0,1.0,1.0,0.20000000000000004,0.2605623555630197,Full adaptation
q_0214,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0215,0.0,1.0,1.0,0.3333333333333333,0.391552443287764,Full adaptation
q_0216,0.0,0.0,0.3333333333333333,0.041666666666666664,0.0708264830580657,Full adaptation
q_0217,0.0,1.0,1.0,0.38888888888888884,0.3661676055261242,Full adaptation
q_0218,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5078205716422556,Full adaptation
q_0219,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0220,0.0,1.0,1.0,0.5,0.5366284793039741,Full adaptation
q_0221,1.0,1.0,1.0,1.0,0.7978637366933587,Full adaptation
q_0222,0.0,0.0,0.0,0.0,0.0,Full adaptation
q_0223,1.0,1.0,1.0,1.0,0.7852134991855584,Full adaptation
q_0224,1.0,1.0,1.0,1.0,0.8889263577680148,Full adaptation
q_0225,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0226,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0227,1.0,1.0,1.0,1.0,0.914095317597828,Full adaptation
q_0228,1.0,1.0,1.0,1.0,0.8178747578506881,Full adaptation
q_0229,1.0,1.0,1.0,1.0,0.7978637366933587,Full adaptation
q_0230,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0231,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0232,0.0,1.0,1.0,0.5,0.42495889834839423,Full adaptation
q_0233,1.0,1.0,1.0,1.0,0.975772233006737,Full adaptation
q_0234,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0235,1.0,1.0,1.0,1.0,0.7604397422803805,Full adaptation
q_0236,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0237,0.0,1.0,1.0,0.5,0.4966392596877323,Full adaptation
q_0238,1.0,1.0,1.0,1.0,1.0,Full adaptation
q_0239,1.0,1.0,1.0,1.0,0.9414136891377417,Full adaptation
q_0240,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0241,0.0,0.0,0.0,0.0,0.0,Full adaptation
q_0242,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892,Full adaptation
q_0243,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0244,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0245,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0246,0.0,0.0,1.0,0.1428571428571428,0.2623848676636572,Full adaptation
q_0247,0.0,1.0,1.0,0.25,0.3390090350877799,Full adaptation
q_0248,0.0,0.6666666666666666,1.0,0.3055555555555555,0.3486740934480068,Full adaptation
q_0249,0.0,1.0,1.0,0.3333333333333333,0.6254336383564085,Full adaptation
q_0250,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0251,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0252,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0253,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0254,1.0,1.0,1.0,1.0,0.7763672830184426,Full adaptation
q_0255,0.0,0.0,0.0,0.0,0.0,Full adaptation
q_0256,0.0,0.0,0.0,0.0,0.0,Full adaptation
q_0257,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0258,1.0,1.0,1.0,1.0,0.8556691603792904,Full adaptation
q_0259,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0260,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0261,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0262,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0263,0.0,0.0,1.0,0.13095238095238093,0.21649117925279568,Full adaptation
q_0264,0.0,1.0,1.0,0.5,0.42495889834839423,Full adaptation
q_0265,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0266,0.0,0.0,1.0,0.1074074074074074,0.488732246344473,Full adaptation
q_0267,0.0,0.0,0.0,0.0,0.0,Full adaptation
q_0268,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0269,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0270,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0271,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0272,1.0,1.0,1.0,1.0,1.0,Full adaptation
q_0273,1.0,1.0,1.0,1.0,0.9176601606601068,Full adaptation
q_0274,1.0,1.0,1.0,1.0,0.7697644779771182,Full adaptation
q_0275,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0276,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0277,0.0,0.0,0.0,0.0,0.0,Full adaptation
q_0278,0.0,0.0,1.0,0.1428571428571428,0.2245146394099928,Full adaptation
q_0279,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0280,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0281,0.0,0.0,1.0,0.11203703703703705,0.2033114092330289,Full adaptation
q_0282,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0283,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0284,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0285,1.0,1.0,1.0,1.0,0.9643900026124981,Full adaptation
q_0286,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0287,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0288,0.0,1.0,1.0,0.5,0.42495889834839423,Full adaptation
q_0289,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5934777074554788,Full adaptation
q_0290,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0291,1.0,1.0,1.0,1.0,0.7604397422803805,Full adaptation
q_0292,1.0,1.0,1.0,1.0,0.8556691603792904,Full adaptation
q_0293,0.0,1.0,1.0,0.5,0.42495889834839423,Full adaptation
q_0294,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0295,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0296,0.0,1.0,1.0,0.20000000000000004,0.4338584698671967,Full adaptation
q_0297,0.0,1.0,1.0,0.25,0.6077065303394407,Full adaptation
q_0298,1.0,1.0,1.0,1.0,0.8556691603792904,Full adaptation
q_0299,0.0,1.0,1.0,0.5,0.4966392596877323,Full adaptation
q_0300,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0301,1.0,1.0,1.0,1.0,0.7013578976214955,Full adaptation
q_0302,0.0,1.0,1.0,0.2888888888888889,0.3113687579309994,Full adaptation
q_0303,0.0,1.0,1.0,0.4444444444444444,0.39556325193725916,Full adaptation
q_0304,0.0,0.0,0.0,0.0,0.0,Full adaptation
q_0305,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0306,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0307,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0308,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0309,0.0,0.0,1.0,0.13425925925925922,0.21838585215496156,Full adaptation
q_0310,1.0,1.0,1.0,1.0,0.9278636071974576,Full adaptation
q_0311,0.0,0.0,0.0,0.0,0.0,Full adaptation
q_0312,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0313,0.0,0.0,1.0,0.1428571428571428,0.2245146394099928,Full adaptation
q_0314,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0315,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0316,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0317,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0318,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0319,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0320,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892,Full adaptation
q_0321,0.0,0.0,0.0,0.0,0.0,Full adaptation
q_0322,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0323,1.0,1.0,1.0,1.0,0.762066311671266,Full adaptation
q_0324,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0325,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0326,0.0,1.0,1.0,0.5,0.42495889834839423,Full adaptation
q_0327,0.0,1.0,1.0,0.5,0.7136205775898136,Full adaptation
q_0328,0.0,0.0,0.3333333333333333,0.03333333333333333,0.06489928524687276,Full adaptation
q_0329,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0330,0.0,0.0,1.0,0.10000000000000002,0.1946978557406183,Full adaptation
q_0331,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0332,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0333,0.0,0.0,1.0,0.1666666666666666,0.2399211845064163,Full adaptation
q_0334,0.0,1.0,1.0,0.3333333333333333,0.8075588805057204,Full adaptation
q_0335,0.0,1.0,1.0,0.5,0.42495889834839423,Full adaptation
q_0336,1.0,1.0,1.0,1.0,0.9095333176489385,Full adaptation
q_0337,1.0,1.0,1.0,1.0,0.8556691603792904,Full adaptation
q_0338,1.0,1.0,1.0,1.0,0.8556691603792904,Full adaptation
q_0339,0.0,0.0,0.0,0.0,0.0,Full adaptation
q_0340,0.0,1.0,1.0,0.5,0.4966392596877323,Full adaptation
q_0341,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0342,0.0,0.0,0.0,0.0,0.0,Full adaptation
q_0343,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0344,0.0,0.0,1.0,0.11574074074074074,0.20599776491424657,Full adaptation
q_0345,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0346,1.0,1.0,1.0,1.0,1.0,Full adaptation
q_0347,1.0,1.0,1.0,1.0,1.0,Full adaptation
q_0348,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0349,1.0,1.0,1.0,1.0,0.9852768631153933,Full adaptation
q_0350,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0351,0.0,1.0,1.0,0.5,0.4966392596877323,Full adaptation
q_0352,0.0,1.0,1.0,0.2888888888888889,0.3113687579309994,Full adaptation
q_0353,0.0,0.0,0.0,0.0,0.1821252421493118,Full adaptation
q_0354,0.0,0.0,0.0,0.0,0.0,Full adaptation
q_0355,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892,Full adaptation
q_0356,0.0,1.0,1.0,0.5,0.42495889834839423,Full adaptation
q_0357,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0358,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0359,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0360,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0361,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0362,0.0,0.0,0.0,0.0,0.0,Full adaptation
q_0363,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0364,0.6666666666666666,1.0,1.0,0.8333333333333334,0.6903161552232252,Full adaptation
q_0365,1.0,1.0,1.0,1.0,0.6735439182299784,Full adaptation
q_0366,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0367,1.0,1.0,1.0,1.0,0.8556691603792904,Full adaptation
q_0368,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0369,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
q_0370,1.0,1.0,1.0,1.0,0.95583058934618,Full adaptation
q_0371,1.0,1.0,1.0,1.0,0.7871546029909718,Full adaptation
